Password,Has Lowercase,Has Uppercase,Has Special Character,Length,Strength
c]k_S&d,TRUE,TRUE,TRUE,7,Medium
7r$iG,TRUE,TRUE,TRUE,5,Weak
kQp9<pS(R7KC0rY$,TRUE,TRUE,TRUE,16,Strong
!\KF,FALSE,TRUE,TRUE,4,Weak
"rZ,TkCSd{o_aO",TRUE,TRUE,TRUE,13,Strong
K2U;Za3,TRUE,TRUE,TRUE,7,Medium
8e^Qg,TRUE,TRUE,TRUE,5,Weak
(jr#eVy,TRUE,TRUE,TRUE,7,Medium
R*M;xn,TRUE,TRUE,TRUE,6,Medium
U'#,FALSE,TRUE,TRUE,3,Weak
;dTP3xwJwr),TRUE,TRUE,TRUE,11,Strong
8a<wVc15b,TRUE,TRUE,TRUE,9,Strong
KEtY(SD9V,TRUE,TRUE,TRUE,9,Strong
WX7b'Yw,TRUE,TRUE,TRUE,7,Medium
+Xiy).+]],TRUE,TRUE,TRUE,9,Strong
j6_$Ty[*VL,TRUE,TRUE,TRUE,10,Strong
",]b-Lp=",TRUE,TRUE,TRUE,7,Medium
nI79i_6,TRUE,TRUE,TRUE,7,Medium
~ue>p,TRUE,FALSE,TRUE,5,Weak
KZQ'l6,TRUE,TRUE,TRUE,6,Medium
~A](J\Xf}NL4-jfI,TRUE,TRUE,TRUE,16,Strong
N;oL)GO+K,TRUE,TRUE,TRUE,9,Strong
<`=cQ~[H'b,TRUE,TRUE,TRUE,10,Strong
PMv=4,TRUE,TRUE,TRUE,5,Weak
5;MyD,TRUE,TRUE,TRUE,5,Weak
DWqG,TRUE,TRUE,FALSE,4,Weak
~)KdYwD+a`)H,TRUE,TRUE,TRUE,12,Strong
(+L:22Nj"qN,TRUE,TRUE,TRUE,11,Strong
J8Q*,FALSE,TRUE,TRUE,4,Weak
"KUWta,>+=nE)#",TRUE,TRUE,TRUE,13,Strong
P|PhS,TRUE,TRUE,TRUE,5,Weak
o/<Mr^dET8,TRUE,TRUE,TRUE,10,Strong
"E,>M%I""Uu'IzLCh",TRUE,TRUE,TRUE,15,Strong
.a),TRUE,FALSE,TRUE,3,Weak
NA['zoa4"O=5l`,TRUE,TRUE,TRUE,14,Strong
^5A6Xw,TRUE,TRUE,TRUE,6,Medium
#NAME?,TRUE,TRUE,TRUE,10,Strong
XN)K;,FALSE,TRUE,TRUE,5,Weak
znJ6$;B(YV"6,TRUE,TRUE,TRUE,12,Strong
A^;pOUU|o%6LVzP,TRUE,TRUE,TRUE,15,Strong
2k%lZ!2C1vrZU,TRUE,TRUE,TRUE,13,Strong
49qL,TRUE,TRUE,FALSE,4,Weak
DWm=SPFA0,TRUE,TRUE,TRUE,9,Strong
V8y&7:2V\>y3,TRUE,TRUE,TRUE,12,Strong
7DP>OS%[z,TRUE,TRUE,TRUE,9,Strong
iIez*kMd3b%5v[,TRUE,TRUE,TRUE,14,Strong
c_o/"F4\AEVw,TRUE,TRUE,TRUE,12,Strong
Z'k"pJ!!,TRUE,TRUE,TRUE,8,Strong
@Wv^lL/C#q+|TC,TRUE,TRUE,TRUE,14,Strong
BVC!5,FALSE,TRUE,TRUE,5,Weak
i^M|I`DSmS}WI0-,TRUE,TRUE,TRUE,15,Strong
0N623u,TRUE,TRUE,FALSE,6,Medium
"EARV$gt#}w7d9,",TRUE,TRUE,TRUE,14,Strong
U7&hP4,TRUE,TRUE,TRUE,6,Medium
"WmpC]p&jl]JIPU,;",TRUE,TRUE,TRUE,16,Strong
B%hOuq,TRUE,TRUE,TRUE,6,Medium
l-MhY{S,TRUE,TRUE,TRUE,7,Medium
?a;>G`nBZU@&{|@1,TRUE,TRUE,TRUE,16,Strong
^&L0cA5`G,TRUE,TRUE,TRUE,9,Strong
'2O*M?)4>Nyq@,TRUE,TRUE,TRUE,13,Strong
"5+~da1t,C2qi_",TRUE,TRUE,TRUE,13,Strong
"%,eHSLgAM",TRUE,TRUE,TRUE,9,Strong
S3t:@_,TRUE,TRUE,TRUE,6,Medium
D\4;E#UwM,TRUE,TRUE,TRUE,9,Strong
hMVZ3xc45s\;%DF,TRUE,TRUE,TRUE,15,Strong
b\PS5j2,TRUE,TRUE,TRUE,7,Medium
`wC<uLWlx9YIS,TRUE,TRUE,TRUE,13,Strong
n&vy(G#LQH1#[oRA,TRUE,TRUE,TRUE,16,Strong
dRno''S,TRUE,TRUE,TRUE,7,Medium
Aq"XpZi,TRUE,TRUE,TRUE,7,Medium
$G>u]A,TRUE,TRUE,TRUE,6,Medium
N'N@V)k1||,TRUE,TRUE,TRUE,10,Strong
oC18J\kL!UD}I,TRUE,TRUE,TRUE,13,Strong
XjL0v,TRUE,TRUE,FALSE,5,Weak
)pk~}&Hr&:%!<T,TRUE,TRUE,TRUE,14,Strong
3C3/S?gX>T,TRUE,TRUE,TRUE,10,Strong
gkXh\(9!?_M)Wr,TRUE,TRUE,TRUE,14,Strong
MqMU6-]\Az,TRUE,TRUE,TRUE,10,Strong
m4<{5OS.M@Rwd,TRUE,TRUE,TRUE,13,Strong
sJNE{<]a2jyZ,TRUE,TRUE,TRUE,12,Strong
}M~<"_,FALSE,TRUE,TRUE,6,Medium
l^RK1k},TRUE,TRUE,TRUE,7,Medium
iq6MIg;bM9t,TRUE,TRUE,TRUE,11,Strong
uax62[fb{Z39mAN,TRUE,TRUE,TRUE,15,Strong
V=9jN0B6RH,TRUE,TRUE,TRUE,10,Strong
P>3OS55%D{,FALSE,TRUE,TRUE,10,Medium
o{oiH"U,TRUE,TRUE,TRUE,7,Medium
}R&^tBbHr>P!\&6,TRUE,TRUE,TRUE,15,Strong
|"h)f<J,TRUE,TRUE,TRUE,7,Medium
uCO/:Xx7rEX),TRUE,TRUE,TRUE,12,Strong
:nU?uWyt)",TRUE,TRUE,TRUE,10,Strong
|9C}l%,TRUE,TRUE,TRUE,6,Medium
X5{,FALSE,TRUE,TRUE,3,Weak
(q4'le',TRUE,FALSE,TRUE,7,Medium
P-rn6)G~ds>h++,TRUE,TRUE,TRUE,14,Strong
p/v.F/(,TRUE,TRUE,TRUE,7,Medium
Yu/@K_R@2"HA,TRUE,TRUE,TRUE,12,Strong
bVJ]@^y+A,TRUE,TRUE,TRUE,9,Strong
"{N5*x,A%B[",TRUE,TRUE,TRUE,10,Strong
UrN72Ih`j,TRUE,TRUE,TRUE,9,Strong
-I{,FALSE,TRUE,TRUE,3,Weak
jk[a7d<y,TRUE,FALSE,TRUE,8,Medium
"|,A",FALSE,TRUE,TRUE,3,Weak
kR1:'HFqRv],TRUE,TRUE,TRUE,11,Strong
tm}s,TRUE,FALSE,TRUE,4,Weak
xj!&f$nU:."Yy~!@,TRUE,TRUE,TRUE,16,Strong
rkR#H`/vGJ|/;,TRUE,TRUE,TRUE,13,Strong
.Bkd#j,TRUE,TRUE,TRUE,6,Medium
yN`TK0";.,TRUE,TRUE,TRUE,9,Strong
1%]}MGK,FALSE,TRUE,TRUE,7,Medium
8q34JG^lN,TRUE,TRUE,TRUE,9,Strong
Z1qW,TRUE,TRUE,FALSE,4,Weak
)EM~4Xk-rt"Up,TRUE,TRUE,TRUE,13,Strong
_MB#Ihljt0,TRUE,TRUE,TRUE,10,Strong
%#qQtoR!m`\X8H09,TRUE,TRUE,TRUE,16,Strong
X_h~AMR_4s-0,TRUE,TRUE,TRUE,12,Strong
2)\`gh^&\%&4iWeT,TRUE,TRUE,TRUE,16,Strong
!BDR-\;0k,TRUE,TRUE,TRUE,9,Strong
Q9}W=>~2e{4pN~,TRUE,TRUE,TRUE,14,Strong
ml9S(t,TRUE,TRUE,TRUE,6,Medium
",&pfGfWFN",TRUE,TRUE,TRUE,9,Strong
&'?i'MbPx\R,TRUE,TRUE,TRUE,11,Strong
S27I6Tf#S,TRUE,TRUE,TRUE,9,Strong
`GM0Y!8z|\tB.JC,TRUE,TRUE,TRUE,15,Strong
>z}R&'<a,TRUE,TRUE,TRUE,8,Strong
sXgL\#!fP*PLaHf,TRUE,TRUE,TRUE,15,Strong
r>I,TRUE,TRUE,TRUE,3,Weak
'iaya.1N;0,TRUE,TRUE,TRUE,10,Strong
Thc+y:.BL,TRUE,TRUE,TRUE,9,Strong
z~q{+4o;.(;tBI6,TRUE,TRUE,TRUE,15,Strong
]U2ZV6koQ,TRUE,TRUE,TRUE,9,Strong
HFd,TRUE,TRUE,FALSE,3,Weak
5lmLJ_~Uro2#d,TRUE,TRUE,TRUE,13,Strong
iqXJcGlv;HmB)E,TRUE,TRUE,TRUE,14,Strong
@l|],TRUE,FALSE,TRUE,4,Weak
6lAV"Rp9;0v5,TRUE,TRUE,TRUE,12,Strong
0?9I,FALSE,TRUE,TRUE,4,Weak
bNFn'j,TRUE,TRUE,TRUE,6,Medium
#*<rLf$%$5&11zZ|,TRUE,TRUE,TRUE,16,Strong
J2#1a,TRUE,TRUE,TRUE,5,Weak
M3R6jmU}SFKv,TRUE,TRUE,TRUE,12,Strong
$15XR\n,TRUE,TRUE,TRUE,7,Medium
Fv>ThaSAR='pI,TRUE,TRUE,TRUE,13,Strong
BN|hH,TRUE,TRUE,TRUE,5,Weak
8IGhKvNnW)/,TRUE,TRUE,TRUE,11,Strong
DEYleJ-_zN,TRUE,TRUE,TRUE,10,Strong
b'I\rp}1va",TRUE,TRUE,TRUE,11,Strong
x%bg2y,TRUE,FALSE,TRUE,6,Medium
W:+mO)"#b+?*9lj',TRUE,TRUE,TRUE,16,Strong
QH],FALSE,TRUE,TRUE,3,Weak
%JcU"HF&*,TRUE,TRUE,TRUE,9,Strong
"\M,.4E",FALSE,TRUE,TRUE,6,Medium
28J*KM.b",TRUE,TRUE,TRUE,9,Strong
&AwTKLxi^*Qy\fpK,TRUE,TRUE,TRUE,16,Strong
|yy@"UUXd6k,TRUE,TRUE,TRUE,11,Strong
G0$6>NLk`6@)fU,TRUE,TRUE,TRUE,14,Strong
u(*t'#ZO+S0,TRUE,TRUE,TRUE,11,Strong
K]xr(Ch$d,TRUE,TRUE,TRUE,9,Strong
%HQJ%&T/q_CmZKF,TRUE,TRUE,TRUE,15,Strong
mfWLo#$ky^eC,TRUE,TRUE,TRUE,12,Strong
UAbw{UVW,TRUE,TRUE,TRUE,8,Strong
lt&760=RNR,TRUE,TRUE,TRUE,10,Strong
$z?<F@I,TRUE,TRUE,TRUE,7,Medium
wws*,TRUE,FALSE,TRUE,4,Weak
L-1,FALSE,TRUE,TRUE,3,Weak
qB^(SXWYo4f',TRUE,TRUE,TRUE,12,Strong
yLne{FZ[/+H,TRUE,TRUE,TRUE,11,Strong
hODF6\x:e,TRUE,TRUE,TRUE,9,Strong
<Oj,TRUE,TRUE,TRUE,3,Weak
pxL'',TRUE,TRUE,TRUE,5,Weak
iOVn?&It"~4Woi,TRUE,TRUE,TRUE,14,Strong
xtm&Pf,TRUE,TRUE,TRUE,6,Medium
"P6(,C_2",FALSE,TRUE,TRUE,7,Medium
rcI\xP,TRUE,TRUE,TRUE,6,Medium
zbHD[>dzGOz-,TRUE,TRUE,TRUE,12,Strong
"f=e;d,1s*v@Y",TRUE,TRUE,TRUE,12,Strong
aN=",TRUE,TRUE,TRUE,4,Weak
",a*DbKm=o,",TRUE,TRUE,TRUE,10,Strong
"""\^v",TRUE,FALSE,TRUE,4,Weak
wF#2qqy/|2720\Pb,TRUE,TRUE,TRUE,16,Strong
!(4,FALSE,FALSE,TRUE,3,Weak
_.'fZGZ,TRUE,TRUE,TRUE,7,Medium
)"{HY`mMWyD@]h,TRUE,TRUE,TRUE,14,Strong
"^Z(pp^io#v[ET"",",TRUE,TRUE,TRUE,15,Strong
cphAq}i,TRUE,TRUE,TRUE,7,Medium
"cI`H#:8,",TRUE,TRUE,TRUE,8,Strong
WXsaM,TRUE,TRUE,FALSE,5,Weak
pR{$,TRUE,TRUE,TRUE,4,Weak
g(s}yCp.fv4%(,TRUE,TRUE,TRUE,13,Strong
gNT\P,TRUE,TRUE,TRUE,5,Weak
ix$'7b~k[xMN,TRUE,TRUE,TRUE,12,Strong
ra5U"a25&^2"),TRUE,TRUE,TRUE,13,Strong
$}hf:<%LwO,TRUE,TRUE,TRUE,10,Strong
yLj/Ig>Pu4,TRUE,TRUE,TRUE,10,Strong
46vkUwIH.u,TRUE,TRUE,TRUE,10,Strong
jRI}.;@Q+T(,TRUE,TRUE,TRUE,11,Strong
@d:(*AOx,TRUE,TRUE,TRUE,8,Strong
UTQ3[bE<6nNNT],TRUE,TRUE,TRUE,14,Strong
tuBhLW,TRUE,TRUE,FALSE,6,Medium
O9e"9s/lAK\ag1us,TRUE,TRUE,TRUE,16,Strong
kW/AW[KA@Gtyqut,TRUE,TRUE,TRUE,15,Strong
'{[V,FALSE,TRUE,TRUE,4,Weak
u68V1QtU,TRUE,TRUE,FALSE,8,Medium
\N~d8O/y,TRUE,TRUE,TRUE,8,Strong
"z,--wB8p6",TRUE,TRUE,TRUE,9,Strong
.wlIF+pu}[v:,TRUE,TRUE,TRUE,12,Strong
NW6xRz]N??<,TRUE,TRUE,TRUE,11,Strong
"""+,`=Ox",TRUE,TRUE,TRUE,7,Medium
[8(?J,FALSE,TRUE,TRUE,5,Weak
jn%|[N;L]b,TRUE,TRUE,TRUE,10,Strong
-zIj1(<a,TRUE,TRUE,TRUE,8,Strong
"Y,KBd,EBYy3>Bt",TRUE,TRUE,TRUE,14,Strong
3`9PbU]/9,TRUE,TRUE,TRUE,9,Strong
d;K<tq(=h~2uqX,TRUE,TRUE,TRUE,14,Strong
g_9vzuwd$T.,TRUE,TRUE,TRUE,11,Strong
g|KIKq,TRUE,TRUE,TRUE,6,Medium
xh(w')0o,TRUE,FALSE,TRUE,8,Medium
d`Q|{y%/Ih4WX_?Y,TRUE,TRUE,TRUE,16,Strong
[zk?/_O,TRUE,TRUE,TRUE,7,Medium
$n|UDpj%<l,TRUE,TRUE,TRUE,10,Strong
TU3FW_h,TRUE,TRUE,TRUE,7,Medium
"\_3a)N,+7E*oq",TRUE,TRUE,TRUE,13,Strong
.<fZ"8FNxd_z,TRUE,TRUE,TRUE,12,Strong
}]}ogUC,TRUE,TRUE,TRUE,7,Medium
n/F,TRUE,TRUE,TRUE,3,Weak
u23>QJ,TRUE,TRUE,TRUE,6,Medium
Hp\R0]WdCtj3.d|=,TRUE,TRUE,TRUE,16,Strong
dfmI1X_,TRUE,TRUE,TRUE,7,Medium
*>$H(CXgI8(RoUVw,TRUE,TRUE,TRUE,16,Strong
F|4'<9ZFa,TRUE,TRUE,TRUE,9,Strong
CT#NsI/xw,TRUE,TRUE,TRUE,9,Strong
yhNy}m}4_}V,TRUE,TRUE,TRUE,11,Strong
"X8;.,kXqAC[A",TRUE,TRUE,TRUE,12,Strong
yMP4_e8hW,TRUE,TRUE,TRUE,9,Strong
"`%uf,D~In#x""",TRUE,TRUE,TRUE,12,Strong
ixBr7,TRUE,TRUE,FALSE,5,Weak
ox`aGyW[(6G&iJ,TRUE,TRUE,TRUE,14,Strong
NRkK?B,TRUE,TRUE,TRUE,6,Medium
qz2,TRUE,FALSE,FALSE,3,Weak
SMa=v)|5Hy(Xf~%Q,TRUE,TRUE,TRUE,16,Strong
.M6a??x\?WX,TRUE,TRUE,TRUE,11,Strong
3kE.,TRUE,TRUE,TRUE,4,Weak
3zf|xYa#+,TRUE,TRUE,TRUE,9,Strong
.ms4S_yQ;yScfI(U,TRUE,TRUE,TRUE,16,Strong
gid-K&L!fa*,TRUE,TRUE,TRUE,11,Strong
>:9G,FALSE,TRUE,TRUE,4,Weak
>8`Iad)dv~aC21,TRUE,TRUE,TRUE,14,Strong
-.HAwV::T,TRUE,TRUE,TRUE,9,Strong
qqBB<iM,TRUE,TRUE,TRUE,7,Medium
8+){S,FALSE,TRUE,TRUE,5,Weak
(+@(`,FALSE,FALSE,TRUE,5,Weak
p~iD](00M-G/>,TRUE,TRUE,TRUE,13,Strong
^BNlE",TRUE,TRUE,TRUE,6,Medium
?)Xqe,TRUE,TRUE,TRUE,5,Weak
JAkm"|j,TRUE,TRUE,TRUE,7,Medium
]gVB4-?&0A,TRUE,TRUE,TRUE,10,Strong
"6,0B",FALSE,TRUE,TRUE,4,Weak
0j}^Mk4c82d0|o!,TRUE,TRUE,TRUE,15,Strong
$].nJY=fuqz9,TRUE,TRUE,TRUE,12,Strong
H:sNZ,TRUE,TRUE,TRUE,5,Weak
mN8*k9Pz`,TRUE,TRUE,TRUE,9,Strong
WOm@`F3ZveB8.,TRUE,TRUE,TRUE,13,Strong
0;Ht=m,TRUE,TRUE,TRUE,6,Medium
T&iI,TRUE,TRUE,TRUE,4,Weak
"_(59N:?#o,",TRUE,TRUE,TRUE,10,Strong
%GaC},TRUE,TRUE,TRUE,5,Weak
Sz_yotkDR-,TRUE,TRUE,TRUE,10,Strong
64N(hTho,TRUE,TRUE,TRUE,8,Strong
87!T.T5/dqA,TRUE,TRUE,TRUE,11,Strong
!P7}jl$,TRUE,TRUE,TRUE,7,Medium
b>KK,TRUE,TRUE,TRUE,4,Weak
wR*UQ3!7A_i7/1,TRUE,TRUE,TRUE,14,Strong
o`4/j@td]uq1[RA,TRUE,TRUE,TRUE,15,Strong
7t`<NPf'LKZt011Y,TRUE,TRUE,TRUE,16,Strong
AzjI,TRUE,TRUE,FALSE,4,Weak
}r+>InDh83|8x`W7,TRUE,TRUE,TRUE,16,Strong
kchNyJ^iK>',TRUE,TRUE,TRUE,11,Strong
Xt`HxL.,TRUE,TRUE,TRUE,7,Medium
muhWokL*|"JLB~e,TRUE,TRUE,TRUE,15,Strong
:\a$8NE`|g[on,TRUE,TRUE,TRUE,13,Strong
=+\A`qsNt,TRUE,TRUE,TRUE,9,Strong
",86v3H!O{0R^]",TRUE,TRUE,TRUE,13,Strong
WHNux,TRUE,TRUE,FALSE,5,Weak
:$-a,TRUE,FALSE,TRUE,4,Weak
MchBs"]1LJ>rcptE,TRUE,TRUE,TRUE,16,Strong
@5aJ+,TRUE,TRUE,TRUE,5,Weak
hHn7V@!T,TRUE,TRUE,TRUE,8,Strong
aumxUfx:Q#.kt][<,TRUE,TRUE,TRUE,16,Strong
TRpe,TRUE,TRUE,FALSE,4,Weak
aTBD5.j<,TRUE,TRUE,TRUE,8,Strong
j0%I,TRUE,TRUE,TRUE,4,Weak
cDms7LNo,TRUE,TRUE,FALSE,8,Medium
M:#<S(:HwP6t$,TRUE,TRUE,TRUE,13,Strong
eJK>F(c,TRUE,TRUE,TRUE,7,Medium
We-+J}kbCa-Th,TRUE,TRUE,TRUE,13,Strong
6{}_h/s!uur,TRUE,FALSE,TRUE,11,Medium
ptyMKKQTi0zT6,TRUE,TRUE,FALSE,13,Medium
VY*7&,FALSE,TRUE,TRUE,5,Weak
/tHAQ[Y:u,TRUE,TRUE,TRUE,9,Strong
36(;G-eExdy0WH,TRUE,TRUE,TRUE,14,Strong
;~j@r^]F],TRUE,TRUE,TRUE,9,Strong
&_z]vW#.$,TRUE,TRUE,TRUE,9,Strong
Qp[_Mkx%`{,TRUE,TRUE,TRUE,10,Strong
5Ns,TRUE,TRUE,FALSE,3,Weak
"""]yRypyk6M",TRUE,TRUE,TRUE,10,Strong
(n+J[@^uB\1,TRUE,TRUE,TRUE,11,Strong
[=++r~NnE_uNi,TRUE,TRUE,TRUE,13,Strong
tC\,TRUE,TRUE,TRUE,3,Weak
L6/$lMXfoXI"^E!,TRUE,TRUE,TRUE,15,Strong
"""$A,JtZ|3;)yXrhm",TRUE,TRUE,TRUE,16,Strong
ZUiwMrYA0/umi-G,TRUE,TRUE,TRUE,15,Strong
J:sW.6bmrb,TRUE,TRUE,TRUE,10,Strong
[E>,FALSE,TRUE,TRUE,3,Weak
MOfSj,TRUE,TRUE,FALSE,5,Weak
S3SA/a,TRUE,TRUE,TRUE,6,Medium
7m']FZ&,TRUE,TRUE,TRUE,7,Medium
kT1>*f-g[g?)Y,TRUE,TRUE,TRUE,13,Strong
/".7rF#/(7NVW,TRUE,TRUE,TRUE,13,Strong
8Y.,FALSE,TRUE,TRUE,3,Weak
Yrx^:c8W4&,TRUE,TRUE,TRUE,10,Strong
.Wv1^0n<Ks,TRUE,TRUE,TRUE,10,Strong
Q~Hb>5-&>y,TRUE,TRUE,TRUE,10,Strong
";xml||,~76JVME",TRUE,TRUE,TRUE,14,Strong
"UP4],|5_!5H",FALSE,TRUE,TRUE,11,Medium
}-M8gC"3B,TRUE,TRUE,TRUE,9,Strong
xX![z%yV^;O,TRUE,TRUE,TRUE,11,Strong
lM.age\LX2IAwP,TRUE,TRUE,TRUE,14,Strong
:1PO$)~G@n[,TRUE,TRUE,TRUE,11,Strong
t-),TRUE,FALSE,TRUE,3,Weak
D[byW4,TRUE,TRUE,TRUE,6,Medium
Y#Kj3S,TRUE,TRUE,TRUE,6,Medium
/s[%,TRUE,FALSE,TRUE,4,Weak
U"[fhShO!|a,TRUE,TRUE,TRUE,11,Strong
n|Hl,TRUE,TRUE,TRUE,4,Weak
T3@p3jd`RXOvCX%Z,TRUE,TRUE,TRUE,16,Strong
^NFh:,TRUE,TRUE,TRUE,5,Weak
M}Z5FP:ZaC8i8X_&,TRUE,TRUE,TRUE,16,Strong
Q)V&BS]xXz^q9Me,TRUE,TRUE,TRUE,15,Strong
"U#IU[:P;,^udHW,$",TRUE,TRUE,TRUE,16,Strong
^\4Lw<bT5eq,TRUE,TRUE,TRUE,11,Strong
B<~RL#zd"TG>j*,TRUE,TRUE,TRUE,14,Strong
;Y$GX,FALSE,TRUE,TRUE,5,Weak
b'JUg,TRUE,TRUE,TRUE,5,Weak
"""hV6g6",TRUE,TRUE,TRUE,6,Medium
/0G,FALSE,TRUE,TRUE,3,Weak
dU8x@GM,TRUE,TRUE,TRUE,7,Medium
E&iQJee,TRUE,TRUE,TRUE,7,Medium
OQ[io:]S,TRUE,TRUE,TRUE,8,Strong
x+1HnH,TRUE,TRUE,TRUE,6,Medium
"F,fpje?0=",TRUE,TRUE,TRUE,9,Strong
6I-\#UF\%H(,FALSE,TRUE,TRUE,11,Medium
"P-dB,",TRUE,TRUE,TRUE,5,Weak
yGnM)iI@'Z=W),TRUE,TRUE,TRUE,13,Strong
d=K#`8HC;m"3**,TRUE,TRUE,TRUE,14,Strong
"t,WkS'g@z",TRUE,TRUE,TRUE,9,Strong
%|uI3ub#dwR\+W`,TRUE,TRUE,TRUE,15,Strong
%t(~,TRUE,FALSE,TRUE,4,Weak
5nsuG@Ek,TRUE,TRUE,TRUE,8,Strong
/]~r:uvCt'Yt,TRUE,TRUE,TRUE,12,Strong
H5'ED},FALSE,TRUE,TRUE,6,Medium
uV@+k^~TV,TRUE,TRUE,TRUE,9,Strong
iQG;{Y//,TRUE,TRUE,TRUE,8,Strong
@2TnEVD^M['uP@,TRUE,TRUE,TRUE,14,Strong
kEebhdBUBjq_$,TRUE,TRUE,TRUE,13,Strong
F3Hdd-@G,TRUE,TRUE,TRUE,8,Strong
5P?[)%@o2M_-j,TRUE,TRUE,TRUE,13,Strong
rLdR.Skwl71z,TRUE,TRUE,TRUE,12,Strong
=K"U,FALSE,TRUE,TRUE,4,Weak
V%g=m>,TRUE,TRUE,TRUE,6,Medium
(Dkf&-p2eh]_k,TRUE,TRUE,TRUE,13,Strong
"#78,Q4*n$)Y])`.H",TRUE,TRUE,TRUE,16,Strong
CxM@C:8xDJ,TRUE,TRUE,TRUE,10,Strong
BA4'),FALSE,TRUE,TRUE,5,Weak
1dF0H<|4\G~2R,TRUE,TRUE,TRUE,13,Strong
LLVt,TRUE,TRUE,FALSE,4,Weak
eK<j}P:z5H~V{{b8,TRUE,TRUE,TRUE,16,Strong
"E,1@h-Te",TRUE,TRUE,TRUE,8,Strong
(<)q9Bs_h`,TRUE,TRUE,TRUE,10,Strong
*wr|g:IVhM*Zt,TRUE,TRUE,TRUE,13,Strong
vnN,TRUE,TRUE,FALSE,3,Weak
"h2TD9jBDrEu,{?RE",TRUE,TRUE,TRUE,16,Strong
iuF~cziRKb3<-8Oj,TRUE,TRUE,TRUE,16,Strong
zcO,TRUE,TRUE,FALSE,3,Weak
d.SkwVN^f?28Esdu,TRUE,TRUE,TRUE,16,Strong
b`mL,TRUE,TRUE,TRUE,4,Weak
>tld!?[Qf},TRUE,TRUE,TRUE,10,Strong
kGk?,TRUE,TRUE,TRUE,4,Weak
8E*IEwo>8iNk+),TRUE,TRUE,TRUE,14,Strong
Na(0dU]=BTD\,TRUE,TRUE,TRUE,12,Strong
"o4.ED=0L,PS",TRUE,TRUE,TRUE,11,Strong
y-rhjb&,TRUE,FALSE,TRUE,7,Medium
3+id=v#F,TRUE,TRUE,TRUE,8,Strong
[6$YeId,TRUE,TRUE,TRUE,7,Medium
7Mj(0>SrZ7'dmSQ#,TRUE,TRUE,TRUE,16,Strong
n7d3-#Zo#9$j\1QC,TRUE,TRUE,TRUE,16,Strong
Q?F10*[B{qQ,TRUE,TRUE,TRUE,11,Strong
|@7Qh{]&=,TRUE,TRUE,TRUE,9,Strong
"os,.D^",TRUE,TRUE,TRUE,6,Medium
#5.@SZr,TRUE,TRUE,TRUE,7,Medium
lR.Ee'FEzI|b,TRUE,TRUE,TRUE,12,Strong
">xf,",TRUE,FALSE,TRUE,4,Weak
VBE,FALSE,TRUE,FALSE,3,Weak
IBx9=kk7zW=,TRUE,TRUE,TRUE,11,Strong
